ID,TRT,Herbicide,AI,Rate,Cultivar,Rep,Run,Biomass,CNTRLAVG,VSCNTRL,Biomass_Red.
,0,Control,rimsulfuron,0,X-59,2,1,1.35,1.36,0.99,0.01
,0,Control,rimsulfuron,0,X-59,3,1,1.78,1.36,1.00,0.00
,0,Control,rimsulfuron,0,X-59,4,1,1.03,1.36,0.76,0.24
,0,Control,rimsulfuron,0,X-59,5,1,1.12,1.36,0.82,0.18
,0,Control,rimsulfuron,0,X-59,6,1,1.49,1.36,1.00,0.00
1064,22,Resolve SG,rimsulfuron,2.74,X-59,1,1,0.16,1.36,0.12,0.88
1065,22,Resolve SG,rimsulfuron,2.74,X-59,2,1,0.04,1.36,0.03,0.97
1066,22,Resolve SG,rimsulfuron,2.74,X-59,3,1,0.03,1.36,0.02,0.98
1067,23,Resolve SG,rimsulfuron,5.5,X-59,1,1,0.06,1.36,0.04,0.96
1068,23,Resolve SG,rimsulfuron,5.5,X-59,2,1,0.05,1.36,0.04,0.96
1069,23,Resolve SG,rimsulfuron,5.5,X-59,3,1,0.03,1.36,0.02,0.98
1070,24,Resolve SG,rimsulfuron,11,X-59,1,1,0.04,1.36,0.03,0.97
1071,24,Resolve SG,rimsulfuron,11,X-59,2,1,0.05,1.36,0.04,0.96
1072,24,Resolve SG,rimsulfuron,11,X-59,3,1,0.11,1.36,0.08,0.92
1073,25,Resolve SG,rimsulfuron,16.4,X-59,1,1,0.15,1.36,0.11,0.89
1074,25,Resolve SG,rimsulfuron,16.4,X-59,2,1,0,1.36,0.00,1.00
1075,25,Resolve SG,rimsulfuron,16.4,X-59,3,1,0.07,1.36,0.05,0.95
1076,26,Resolve SG,rimsulfuron,22,X-59,1,1,0.06,1.36,0.04,0.96
1077,26,Resolve SG,rimsulfuron,22,X-59,2,1,0.09,1.36,0.07,0.93
1078,26,Resolve SG,rimsulfuron,22,X-59,3,1,0,1.36,0.00,1.00
1079,27,Resolve SG,rimsulfuron,44,X-59,1,1,0.01,1.36,0.01,0.99
1080,27,Resolve SG,rimsulfuron,44,X-59,2,1,0.02,1.36,0.01,0.99
1081,27,Resolve SG,rimsulfuron,44,X-59,3,1,0.01,1.36,0.01,0.99
1082,28,Resolve SG,rimsulfuron,88,X-59,1,1,0,1.36,0.00,1.00
1083,28,Resolve SG,rimsulfuron,88,X-59,2,1,0,1.36,0.00,1.00
1084,28,Resolve SG,rimsulfuron,88,X-59,3,1,0.04,1.36,0.03,0.97
,0,Control,chlorimuron-ethyl,0,X-59,1,1,1.4,1.36,1.00,0.00
,0,Control,chlorimuron-ethyl,0,X-59,2,1,1.35,1.36,0.99,0.01
,0,Control,chlorimuron-ethyl,0,X-59,3,1,1.78,1.36,1.00,0.00
,0,Control,chlorimuron-ethyl,0,X-59,4,1,1.03,1.36,0.76,0.24
,0,Control,chlorimuron-ethyl,0,X-59,5,1,1.12,1.36,0.82,0.18
,0,Control,chlorimuron-ethyl,0,X-59,6,1,1.49,1.36,1.00,0.00
1085,29,Classic,chlorimuron-ethyl,6.6,X-59,1,1,0.23,1.36,0.17,0.83
1086,29,Classic,chlorimuron-ethyl,6.6,X-59,2,1,0,1.36,0.00,1.00
1087,29,Classic,chlorimuron-ethyl,6.6,X-59,3,1,0.49,1.36,0.36,0.64
1088,30,Classic,chlorimuron-ethyl,13.1,X-59,1,1,0.05,1.36,0.04,0.96
1089,30,Classic,chlorimuron-ethyl,13.1,X-59,2,1,0.36,1.36,0.26,0.74
1090,30,Classic,chlorimuron-ethyl,13.1,X-59,3,1,0.05,1.36,0.04,0.96
1091,31,Classic,chlorimuron-ethyl,26.3,X-59,1,1,0,1.36,0.00,1.00
1092,31,Classic,chlorimuron-ethyl,26.3,X-59,2,1,0.08,1.36,0.06,0.94
1093,31,Classic,chlorimuron-ethyl,26.3,X-59,3,1,0.03,1.36,0.02,0.98
1094,32,Classic,chlorimuron-ethyl,39.4,X-59,1,1,0.03,1.36,0.02,0.98
1095,32,Classic,chlorimuron-ethyl,39.4,X-59,2,1,0.06,1.36,0.04,0.96
1096,32,Classic,chlorimuron-ethyl,39.4,X-59,3,1,0.01,1.36,0.01,0.99
1097,33,Classic,chlorimuron-ethyl,52.5,X-59,1,1,0.03,1.36,0.02,0.98
1098,33,Classic,chlorimuron-ethyl,52.5,X-59,2,1,0.02,1.36,0.01,0.99
1099,33,Classic,chlorimuron-ethyl,52.5,X-59,3,1,0.02,1.36,0.01,0.99
1100,34,Classic,chlorimuron-ethyl,105,X-59,1,1,0,1.36,0.00,1.00
1101,34,Classic,chlorimuron-ethyl,105,X-59,2,1,0.03,1.36,0.02,0.98
1102,34,Classic,chlorimuron-ethyl,105,X-59,3,1,0.03,1.36,0.02,0.98
1103,35,Classic,chlorimuron-ethyl,210,X-59,1,1,0.02,1.36,0.01,0.99
1104,35,Classic,chlorimuron-ethyl,210,X-59,2,1,0.05,1.36,0.04,0.96
1105,35,Classic,chlorimuron-ethyl,210,X-59,3,1,0.03,1.36,0.02,0.98
,0,Control,imazethapyr,0,X-59,1,1,1.4,1.36,1.00,0.00
,0,Control,imazethapyr,0,X-59,2,1,1.35,1.36,0.99,0.01
,0,Control,imazethapyr,0,X-59,3,1,1.78,1.36,1.00,0.00
,0,Control,imazethapyr,0,X-59,4,1,1.03,1.36,0.76,0.24
,0,Control,imazethapyr,0,X-59,5,1,1.12,1.36,0.82,0.18
,0,Control,imazethapyr,0,X-59,6,1,1.49,1.36,1.00,0.00
1106,36,Pursuit,imazethapyr,8.8,X-59,1,1,0.66,1.36,0.49,0.51
1107,36,Pursuit,imazethapyr,8.8,X-59,2,1,0.39,1.36,0.29,0.71
1108,36,Pursuit,imazethapyr,8.8,X-59,3,1,0.45,1.36,0.33,0.67
1109,37,Pursuit,imazethapyr,17.5,X-59,1,1,0.45,1.36,0.33,0.67
1110,37,Pursuit,imazethapyr,17.5,X-59,2,1,0.42,1.36,0.31,0.69
1111,37,Pursuit,imazethapyr,17.5,X-59,3,1,0.31,1.36,0.23,0.77
1112,38,Pursuit,imazethapyr,35,X-59,1,1,0.29,1.36,0.21,0.79
1113,38,Pursuit,imazethapyr,35,X-59,2,1,0.28,1.36,0.21,0.79
1114,38,Pursuit,imazethapyr,35,X-59,3,1,0.47,1.36,0.35,0.65
1115,39,Pursuit,imazethapyr,52.5,X-59,1,1,0.29,1.36,0.21,0.79
1116,39,Pursuit,imazethapyr,52.5,X-59,2,1,0.11,1.36,0.08,0.92
1117,39,Pursuit,imazethapyr,52.5,X-59,3,1,0.12,1.36,0.09,0.91
1118,40,Pursuit,imazethapyr,70,X-59,1,1,0.18,1.36,0.13,0.87
1119,40,Pursuit,imazethapyr,70,X-59,2,1,0.07,1.36,0.05,0.95
1120,40,Pursuit,imazethapyr,70,X-59,3,1,0.12,1.36,0.09,0.91
1121,41,Pursuit,imazethapyr,140,X-59,1,1,0.14,1.36,0.10,0.90
1122,41,Pursuit,imazethapyr,140,X-59,2,1,0.05,1.36,0.04,0.96
1123,41,Pursuit,imazethapyr,140,X-59,3,1,0.14,1.36,0.10,0.90
1124,42,Pursuit,imazethapyr,280,X-59,1,1,0,1.36,0.00,1.00
1125,42,Pursuit,imazethapyr,280,X-59,2,1,0.06,1.36,0.04,0.96
1126,42,Pursuit,imazethapyr,280,X-59,3,1,0.06,1.36,0.04,0.96
,0,Control,chloransulam-methyl,0,X-59,1,1,1.4,1.36,1.00,0.00
,0,Control,chloransulam-methyl,0,X-59,2,1,1.35,1.36,0.99,0.01
,0,Control,chloransulam-methyl,0,X-59,3,1,1.78,1.36,1.00,0.00
,0,Control,chloransulam-methyl,0,X-59,4,1,1.03,1.36,0.76,0.24
,0,Control,chloransulam-methyl,0,X-59,5,1,1.12,1.36,0.82,0.18
,0,Control,chloransulam-methyl,0,X-59,6,1,1.49,1.36,1.00,0.00
1127,43,FirstRate,chloransulam-methyl,4.4,X-59,1,1,0.19,1.36,0.14,0.86
1128,43,FirstRate,chloransulam-methyl,4.4,X-59,2,1,0.19,1.36,0.14,0.86
1129,43,FirstRate,chloransulam-methyl,4.4,X-59,3,1,0.41,1.36,0.30,0.70
1130,44,FirstRate,chloransulam-methyl,8.8,X-59,1,1,0.08,1.36,0.06,0.94
1131,44,FirstRate,chloransulam-methyl,8.8,X-59,2,1,0.06,1.36,0.04,0.96
1132,44,FirstRate,chloransulam-methyl,8.8,X-59,3,1,0.07,1.36,0.05,0.95
1133,45,FirstRate,chloransulam-methyl,17.7,X-59,1,1,0.1,1.36,0.07,0.93
1134,45,FirstRate,chloransulam-methyl,17.7,X-59,2,1,0.1,1.36,0.07,0.93
1135,45,FirstRate,chloransulam-methyl,17.7,X-59,3,1,0.07,1.36,0.05,0.95
1136,46,FirstRate,chloransulam-methyl,26.5,X-59,1,1,0.09,1.36,0.07,0.93
1137,46,FirstRate,chloransulam-methyl,26.5,X-59,2,1,0.04,1.36,0.03,0.97
1138,46,FirstRate,chloransulam-methyl,26.5,X-59,3,1,0.08,1.36,0.06,0.94
1139,47,FirstRate,chloransulam-methyl,35.3,X-59,1,1,0.07,1.36,0.05,0.95
1140,47,FirstRate,chloransulam-methyl,35.3,X-59,2,1,0.04,1.36,0.03,0.97
1141,47,FirstRate,chloransulam-methyl,35.3,X-59,3,1,,1.36,0.00,1.00
1142,48,FirstRate,chloransulam-methyl,70.6,X-59,1,1,0.05,1.36,0.04,0.96
1143,48,FirstRate,chloransulam-methyl,70.6,X-59,2,1,0.03,1.36,0.02,0.98
1144,48,FirstRate,chloransulam-methyl,70.6,X-59,3,1,0.03,1.36,0.02,0.98
1145,49,FirstRate,chloransulam-methyl,141,X-59,1,1,0.04,1.36,0.03,0.97
1146,49,FirstRate,chloransulam-methyl,141,X-59,2,1,0.04,1.36,0.03,0.97
1147,49,FirstRate,chloransulam-methyl,141,X-59,3,1,0.05,1.36,0.04,0.96
,0,Control,atrazine,0,X-59,1,1,1.4,1.36,1.00,0.00
,0,Control,atrazine,0,X-59,2,1,1.35,1.36,0.99,0.01
,0,Control,atrazine,0,X-59,3,1,1.78,1.36,1.00,0.00
,0,Control,atrazine,0,X-59,4,1,1.03,1.36,0.76,0.24
,0,Control,atrazine,0,X-59,5,1,1.12,1.36,0.82,0.18
,0,Control,atrazine,0,X-59,6,1,1.49,1.36,1.00,0.00
1148,50,Aatrex 4L,atrazine,210,X-59,1,1,0,1.36,0.00,1.00
1149,50,Aatrex 4L,atrazine,210,X-59,2,1,0,1.36,0.00,1.00
1150,50,Aatrex 4L,atrazine,210,X-59,3,1,0,1.36,0.00,1.00
1151,51,Aatrex 4L,atrazine,420,X-59,1,1,0,1.36,0.00,1.00
1152,51,Aatrex 4L,atrazine,420,X-59,2,1,0.08,1.36,0.06,0.94
1153,51,Aatrex 4L,atrazine,420,X-59,3,1,0,1.36,0.00,1.00
1154,52,Aatrex 4L,atrazine,840,X-59,1,1,0,1.36,0.00,1.00
1155,52,Aatrex 4L,atrazine,840,X-59,2,1,0,1.36,0.00,1.00
1156,52,Aatrex 4L,atrazine,840,X-59,3,1,0,1.36,0.00,1.00
1157,53,Aatrex 4L,atrazine,1260,X-59,1,1,0,1.36,0.00,1.00
1158,53,Aatrex 4L,atrazine,1260,X-59,2,1,0,1.36,0.00,1.00
1159,53,Aatrex 4L,atrazine,1260,X-59,3,1,0,1.36,0.00,1.00
1160,54,Aatrex 4L,atrazine,1680,X-59,1,1,0,1.36,0.00,1.00
1161,54,Aatrex 4L,atrazine,1680,X-59,2,1,0,1.36,0.00,1.00
1162,54,Aatrex 4L,atrazine,1680,X-59,3,1,0,1.36,0.00,1.00
1163,55,Aatrex 4L,atrazine,3360,X-59,1,1,0,1.36,0.00,1.00
1164,55,Aatrex 4L,atrazine,3360,X-59,2,1,0,1.36,0.00,1.00
1165,55,Aatrex 4L,atrazine,3360,X-59,3,1,0,1.36,0.00,1.00
1166,56,Aatrex 4L,atrazine,6700,X-59,1,1,0,1.36,0.00,1.00
1167,56,Aatrex 4L,atrazine,6700,X-59,2,1,0,1.36,0.00,1.00
1168,56,Aatrex 4L,atrazine,6700,X-59,3,1,0,1.36,0.00,1.00
,0,Control,fomesafen,0,X-59,1,1,1.4,1.36,1.00,0.00
,0,Control,fomesafen,0,X-59,2,1,1.35,1.36,0.99,0.01
,0,Control,fomesafen,0,X-59,3,1,1.78,1.36,1.00,0.00
,0,Control,fomesafen,0,X-59,4,1,1.03,1.36,0.76,0.24
,0,Control,fomesafen,0,X-59,5,1,1.12,1.36,0.82,0.18
,0,Control,fomesafen,0,X-59,6,1,1.49,1.36,1.00,0.00
1169,57,Flexstar,fomesafen,33,X-59,1,1,0.26,1.36,0.19,0.81
1170,57,Flexstar,fomesafen,33,X-59,2,1,0.39,1.36,0.29,0.71
1171,57,Flexstar,fomesafen,33,X-59,3,1,0.1,1.36,0.07,0.93
1172,58,Flexstar,fomesafen,66,X-59,1,1,0.51,1.36,0.38,0.63
1173,58,Flexstar,fomesafen,66,X-59,2,1,0.7,1.36,0.51,0.49
1174,58,Flexstar,fomesafen,66,X-59,3,1,0.48,1.36,0.35,0.65
1175,59,Flexstar,fomesafen,132,X-59,1,1,0.34,1.36,0.25,0.75
1176,59,Flexstar,fomesafen,132,X-59,2,1,0.81,1.36,0.60,0.40
1177,59,Flexstar,fomesafen,132,X-59,3,1,0.56,1.36,0.41,0.59
1178,60,Flexstar,fomesafen,198,X-59,1,1,0.04,1.36,0.03,0.97
1179,60,Flexstar,fomesafen,198,X-59,2,1,0,1.36,0.00,1.00
1180,60,Flexstar,fomesafen,198,X-59,3,1,0,1.36,0.00,1.00
1181,61,Flexstar,fomesafen,263,X-59,1,1,0,1.36,0.00,1.00
1182,61,Flexstar,fomesafen,263,X-59,2,1,0,1.36,0.00,1.00
1183,61,Flexstar,fomesafen,263,X-59,3,1,0,1.36,0.00,1.00
1184,62,Flexstar,fomesafen,527,X-59,1,1,0,1.36,0.00,1.00
1185,62,Flexstar,fomesafen,527,X-59,2,1,0,1.36,0.00,1.00
1186,62,Flexstar,fomesafen,527,X-59,3,1,0,1.36,0.00,1.00
1187,63,Flexstar,fomesafen,1050,X-59,1,1,0,1.36,0.00,1.00
1188,63,Flexstar,fomesafen,1050,X-59,2,1,0,1.36,0.00,1.00
1189,63,Flexstar,fomesafen,1050,X-59,3,1,0,1.36,0.00,1.00
,0,Control,isoxaflutole,0,X-59,1,1,1.4,1.36,1.00,0.00
,0,Control,isoxaflutole,0,X-59,2,1,1.35,1.36,0.99,0.01
,0,Control,isoxaflutole,0,X-59,3,1,1.78,1.36,1.00,0.00
,0,Control,isoxaflutole,0,X-59,4,1,1.03,1.36,0.76,0.24
,0,Control,isoxaflutole,0,X-59,5,1,1.12,1.36,0.82,0.18
,0,Control,isoxaflutole,0,X-59,6,1,1.49,1.36,1.00,0.00
1190,64,Balance Flexx,isoxaflutole,9.9,X-59,1,1,0.08,1.36,0.06,0.94
1191,64,Balance Flexx,isoxaflutole,9.9,X-59,2,1,0.36,1.36,0.26,0.74
1192,64,Balance Flexx,isoxaflutole,9.9,X-59,3,1,0.13,1.36,0.10,0.90
1193,65,Balance Flexx,isoxaflutole,19.7,X-59,1,1,0.05,1.36,0.04,0.96
1194,65,Balance Flexx,isoxaflutole,19.7,X-59,2,1,0.05,1.36,0.04,0.96
1195,65,Balance Flexx,isoxaflutole,19.7,X-59,3,1,0.06,1.36,0.04,0.96
1196,66,Balance Flexx,isoxaflutole,39.4,X-59,1,1,0.04,1.36,0.03,0.97
1197,66,Balance Flexx,isoxaflutole,39.4,X-59,2,1,0,1.36,0.00,1.00
1198,66,Balance Flexx,isoxaflutole,39.4,X-59,3,1,0.04,1.36,0.03,0.97
1199,67,Balance Flexx,isoxaflutole,59,X-59,1,1,0,1.36,0.00,1.00
1200,67,Balance Flexx,isoxaflutole,59,X-59,2,1,0.07,1.36,0.05,0.95
1201,67,Balance Flexx,isoxaflutole,59,X-59,3,1,0,1.36,0.00,1.00
1202,68,Balance Flexx,isoxaflutole,79,X-59,1,1,0.04,1.36,0.03,0.97
1203,68,Balance Flexx,isoxaflutole,79,X-59,2,1,0,1.36,0.00,1.00
1204,68,Balance Flexx,isoxaflutole,79,X-59,3,1,0,1.36,0.00,1.00
1205,69,Balance Flexx,isoxaflutole,158,X-59,1,1,0,1.36,0.00,1.00
1206,69,Balance Flexx,isoxaflutole,158,X-59,2,1,0,1.36,0.00,1.00
1207,69,Balance Flexx,isoxaflutole,158,X-59,3,1,0,1.36,0.00,1.00
1208,70,Balance Flexx,isoxaflutole,315,X-59,1,1,0,1.36,0.00,1.00
1209,70,Balance Flexx,isoxaflutole,315,X-59,2,1,0,1.36,0.00,1.00
1210,70,Balance Flexx,isoxaflutole,315,X-59,3,1,0,1.36,0.00,1.00
,0,Control,topramezone,0,X-59,1,1,1.4,1.36,1.00,0.00
,0,Control,topramezone,0,X-59,2,1,1.35,1.36,0.99,0.01
,0,Control,topramezone,0,X-59,3,1,1.78,1.36,1.00,0.00
,0,Control,topramezone,0,X-59,4,1,1.03,1.36,0.76,0.24
,0,Control,topramezone,0,X-59,5,1,1.12,1.36,0.82,0.18
,0,Control,topramezone,0,X-59,6,1,1.49,1.36,1.00,0.00
1211,71,Armezon,topramezone,2.3,X-59,1,1,0.03,1.36,0.02,0.98
1212,71,Armezon,topramezone,2.3,X-59,2,1,0,1.36,0.00,1.00
1213,71,Armezon,topramezone,2.3,X-59,3,1,0,1.36,0.00,1.00
1214,72,Armezon,topramezone,4.6,X-59,1,1,0.06,1.36,0.04,0.96
1215,72,Armezon,topramezone,4.6,X-59,2,1,0,1.36,0.00,1.00
1216,72,Armezon,topramezone,4.6,X-59,3,1,0.01,1.36,0.01,0.99
1217,73,Armezon,topramezone,9.2,X-59,1,1,0.02,1.36,0.01,0.99
1218,73,Armezon,topramezone,9.2,X-59,2,1,0.03,1.36,0.02,0.98
1219,73,Armezon,topramezone,9.2,X-59,3,1,0,1.36,0.00,1.00
1220,74,Armezon,topramezone,13.8,X-59,1,1,0.03,1.36,0.02,0.98
1221,74,Armezon,topramezone,13.8,X-59,2,1,0.05,1.36,0.04,0.96
1222,74,Armezon,topramezone,13.8,X-59,3,1,0,1.36,0.00,1.00
1223,75,Armezon,topramezone,18.4,X-59,1,1,0.03,1.36,0.02,0.98
1224,75,Armezon,topramezone,18.4,X-59,2,1,0,1.36,0.00,1.00
1225,75,Armezon,topramezone,18.4,X-59,3,1,0.02,1.36,0.01,0.99
1226,76,Armezon,topramezone,36.8,X-59,1,1,0.01,1.36,0.01,0.99
1227,76,Armezon,topramezone,36.8,X-59,2,1,0,1.36,0.00,1.00
1228,76,Armezon,topramezone,36.8,X-59,3,1,0,1.36,0.00,1.00
1229,77,Armezon,topramezone,73.6,X-59,1,1,0,1.36,0.00,1.00
1230,77,Armezon,topramezone,73.6,X-59,2,1,0,1.36,0.00,1.00
1231,77,Armezon,topramezone,73.6,X-59,3,1,0,1.36,0.00,1.00
,0,Control,mesotrione,0,X-59,1,1,1.4,1.36,1.00,0.00
,0,Control,mesotrione,0,X-59,2,1,1.35,1.36,0.99,0.01
,0,Control,mesotrione,0,X-59,3,1,1.78,1.36,1.00,0.00
,0,Control,mesotrione,0,X-59,4,1,1.03,1.36,0.76,0.24
,0,Control,mesotrione,0,X-59,5,1,1.12,1.36,0.82,0.18
,0,Control,mesotrione,0,X-59,6,1,1.49,1.36,1.00,0.00
1232,78,Callisto,mesotrione,13.1,X-59,1,1,0.11,1.36,0.08,0.92
1233,78,Callisto,mesotrione,13.1,X-59,2,1,0.05,1.36,0.04,0.96
1234,78,Callisto,mesotrione,13.1,X-59,3,1,0.05,1.36,0.04,0.96
1235,79,Callisto,mesotrione,26.3,X-59,1,1,0.03,1.36,0.02,0.98
1236,79,Callisto,mesotrione,26.3,X-59,2,1,0,1.36,0.00,1.00
1237,79,Callisto,mesotrione,26.3,X-59,3,1,0.03,1.36,0.02,0.98
1238,80,Callisto,mesotrione,52.5,X-59,1,1,0.04,1.36,0.03,0.97
1239,80,Callisto,mesotrione,52.5,X-59,2,1,0,1.36,0.00,1.00
1240,80,Callisto,mesotrione,52.5,X-59,3,1,0.07,1.36,0.05,0.95
1241,81,Callisto,mesotrione,79,X-59,1,1,0.05,1.36,0.04,0.96
1242,81,Callisto,mesotrione,79,X-59,2,1,0.04,1.36,0.03,0.97
1243,81,Callisto,mesotrione,79,X-59,3,1,0,1.36,0.00,1.00
1244,82,Callisto,mesotrione,105,X-59,1,1,0.02,1.36,0.01,0.99
1245,82,Callisto,mesotrione,105,X-59,2,1,0,1.36,0.00,1.00
1246,82,Callisto,mesotrione,105,X-59,3,1,0.03,1.36,0.02,0.98
1247,83,Callisto,mesotrione,210,X-59,1,1,0,1.36,0.00,1.00
1248,83,Callisto,mesotrione,210,X-59,2,1,0.05,1.36,0.04,0.96
1249,83,Callisto,mesotrione,210,X-59,3,1,0,1.36,0.00,1.00
1250,84,Callisto,mesotrione,420,X-59,1,1,0,1.36,0.00,1.00
1251,84,Callisto,mesotrione,420,X-59,2,1,0,1.36,0.00,1.00
1252,84,Callisto,mesotrione,420,X-59,3,1,0,1.36,0.00,1.00
,0,Control,tembotrione,0,X-59,1,1,1.4,1.36,1.00,0.00
,0,Control,tembotrione,0,X-59,2,1,1.35,1.36,0.99,0.01
,0,Control,tembotrione,0,X-59,3,1,1.78,1.36,1.00,0.00
,0,Control,tembotrione,0,X-59,4,1,1.03,1.36,0.76,0.24
,0,Control,tembotrione,0,X-59,5,1,1.12,1.36,0.82,0.18
,0,Control,tembotrione,0,X-59,6,1,1.49,1.36,1.00,0.00
1253,85,Laudis,tembotrione,11.5,X-59,1,1,0.08,1.36,0.06,0.94
1254,85,Laudis,tembotrione,11.5,X-59,2,1,0.05,1.36,0.04,0.96
1255,85,Laudis,tembotrione,11.5,X-59,3,1,0.06,1.36,0.04,0.96
1256,86,Laudis,tembotrione,23,X-59,1,1,0.07,1.36,0.05,0.95
1257,86,Laudis,tembotrione,23,X-59,2,1,0.04,1.36,0.03,0.97
1258,86,Laudis,tembotrione,23,X-59,3,1,0.07,1.36,0.05,0.95
1259,87,Laudis,tembotrione,46,X-59,1,1,0.04,1.36,0.03,0.97
1260,87,Laudis,tembotrione,46,X-59,2,1,0,1.36,0.00,1.00
1261,87,Laudis,tembotrione,46,X-59,3,1,0,1.36,0.00,1.00
1262,88,Laudis,tembotrione,69,X-59,1,1,0.04,1.36,0.03,0.97
1263,88,Laudis,tembotrione,69,X-59,2,1,0.04,1.36,0.03,0.97
1264,88,Laudis,tembotrione,69,X-59,3,1,0.01,1.36,0.01,0.99
1265,89,Laudis,tembotrione,92,X-59,1,1,0.04,1.36,0.03,0.97
1266,89,Laudis,tembotrione,92,X-59,2,1,0.05,1.36,0.04,0.96
1267,89,Laudis,tembotrione,92,X-59,3,1,0,1.36,0.00,1.00
1268,90,Laudis,tembotrione,184,X-59,1,1,0,1.36,0.00,1.00
1269,90,Laudis,tembotrione,184,X-59,2,1,0,1.36,0.00,1.00
1270,90,Laudis,tembotrione,184,X-59,3,1,0,1.36,0.00,1.00
1271,91,Laudis,tembotrione,368,X-59,1,1,0,1.36,0.00,1.00
1272,91,Laudis,tembotrione,368,X-59,2,1,0,1.36,0.00,1.00
1273,91,Laudis,tembotrione,368,X-59,3,1,0,1.36,0.00,1.00
,0,Control,rimsulfuron,0,CRS-1,1,1,1.28,1.41,0.91,0.09
,0,Control,rimsulfuron,0,CRS-1,2,1,1.57,1.41,1.00,0.00
,0,Control,rimsulfuron,0,CRS-1,3,1,1.32,1.41,0.94,0.06
,0,Control,rimsulfuron,0,CRS-1,4,1,1.47,1.41,1.00,0.00
,0,Control,rimsulfuron,0,CRS-1,5,1,1.22,1.41,0.87,0.13
,0,Control,rimsulfuron,0,CRS-1,6,1,1.6,1.41,1.00,0.00
1337,22,Resolve SG,rimsulfuron,2.74,CRS-1,1,1,0.59,1.41,0.42,0.58
1338,22,Resolve SG,rimsulfuron,2.74,CRS-1,2,1,0.57,1.41,0.40,0.60
1339,22,Resolve SG,rimsulfuron,2.74,CRS-1,3,1,0.38,1.41,0.27,0.73
1340,23,Resolve SG,rimsulfuron,5.5,CRS-1,1,1,0.51,1.41,0.36,0.64
1341,23,Resolve SG,rimsulfuron,5.5,CRS-1,2,1,0.09,1.41,0.06,0.94
1342,23,Resolve SG,rimsulfuron,5.5,CRS-1,3,1,,1.41,0.00,1.00
1343,24,Resolve SG,rimsulfuron,11,CRS-1,1,1,0.45,1.41,0.32,0.68
1344,24,Resolve SG,rimsulfuron,11,CRS-1,2,1,0.36,1.41,0.26,0.74
1345,24,Resolve SG,rimsulfuron,11,CRS-1,3,1,0.67,1.41,0.48,0.52
1346,25,Resolve SG,rimsulfuron,16.4,CRS-1,1,1,0.13,1.41,0.09,0.91
1347,25,Resolve SG,rimsulfuron,16.4,CRS-1,2,1,0.26,1.41,0.18,0.82
1348,25,Resolve SG,rimsulfuron,16.4,CRS-1,3,1,0.21,1.41,0.15,0.85
1349,26,Resolve SG,rimsulfuron,22,CRS-1,1,1,0.11,1.41,0.08,0.92
1350,26,Resolve SG,rimsulfuron,22,CRS-1,2,1,0.23,1.41,0.16,0.84
1351,26,Resolve SG,rimsulfuron,22,CRS-1,3,1,0.23,1.41,0.16,0.84
1352,27,Resolve SG,rimsulfuron,44,CRS-1,1,1,0.33,1.41,0.23,0.77
1353,27,Resolve SG,rimsulfuron,44,CRS-1,2,1,0.05,1.41,0.04,0.96
1354,27,Resolve SG,rimsulfuron,44,CRS-1,3,1,0.05,1.41,0.04,0.96
1355,28,Resolve SG,rimsulfuron,88,CRS-1,1,1,0.09,1.41,0.06,0.94
1356,28,Resolve SG,rimsulfuron,88,CRS-1,2,1,0.07,1.41,0.05,0.95
1357,28,Resolve SG,rimsulfuron,88,CRS-1,3,1,0,1.41,0.00,1.00
,0,Control,chlorimuron-ethyl,0,CRS-1,1,1,1.28,1.41,0.91,0.09
,0,Control,chlorimuron-ethyl,0,CRS-1,2,1,1.57,1.41,1.00,0.00
,0,Control,chlorimuron-ethyl,0,CRS-1,3,1,1.32,1.41,0.94,0.06
,0,Control,chlorimuron-ethyl,0,CRS-1,4,1,1.47,1.41,1.00,0.00
,0,Control,chlorimuron-ethyl,0,CRS-1,5,1,1.22,1.41,0.87,0.13
,0,Control,chlorimuron-ethyl,0,CRS-1,6,1,1.6,1.41,1.00,0.00
1358,29,Classic,chlorimuron-ethyl,6.6,CRS-1,1,1,0.61,1.41,0.43,0.57
1359,29,Classic,chlorimuron-ethyl,6.6,CRS-1,2,1,0.86,1.41,0.61,0.39
1360,29,Classic,chlorimuron-ethyl,6.6,CRS-1,3,1,0.29,1.41,0.21,0.79
1361,30,Classic,chlorimuron-ethyl,13.1,CRS-1,1,1,0.23,1.41,0.16,0.84
1362,30,Classic,chlorimuron-ethyl,13.1,CRS-1,2,1,0.18,1.41,0.13,0.87
1363,30,Classic,chlorimuron-ethyl,13.1,CRS-1,3,1,0.13,1.41,0.09,0.91
1364,31,Classic,chlorimuron-ethyl,26.3,CRS-1,1,1,0.16,1.41,0.11,0.89
1365,31,Classic,chlorimuron-ethyl,26.3,CRS-1,2,1,0.17,1.41,0.12,0.88
1366,31,Classic,chlorimuron-ethyl,26.3,CRS-1,3,1,0.14,1.41,0.10,0.90
1367,32,Classic,chlorimuron-ethyl,39.4,CRS-1,1,1,0.06,1.41,0.04,0.96
1368,32,Classic,chlorimuron-ethyl,39.4,CRS-1,2,1,0.13,1.41,0.09,0.91
1369,32,Classic,chlorimuron-ethyl,39.4,CRS-1,3,1,0.12,1.41,0.09,0.91
1370,33,Classic,chlorimuron-ethyl,52.5,CRS-1,1,1,0.08,1.41,0.06,0.94
