ID,TRT,Herbicide,AI,Rate,Cultivar,Rep,Run,Biomass,CNTRL_AVG,VSCNTRL,Biomass_Red.
,,Control,pendimethalin,0,X-59,3,1,0.54,0.3,1.00,0.00
,,Control,pendimethalin,0,X-59,4,1,0,0.3,0.00,1.00
,,Control,pendimethalin,0,X-59,5,1,0.24,0.3,0.80,0.20
,,Control,pendimethalin,0,X-59,6,1,0.15,0.3,0.50,0.50
5001,92,Prowl H2O,pendimethalin,266,X-59,1,1,0,0.3,0.00,1.00
5002,92,Prowl H2O,pendimethalin,266,X-59,2,1,0.13,0.3,0.43,0.57
5003,92,Prowl H2O,pendimethalin,266,X-59,3,1,0.2,0.3,0.67,0.33
5004,93,Prowl H2O,pendimethalin,530,X-59,1,1,0.09,0.3,0.30,0.70
5005,93,Prowl H2O,pendimethalin,530,X-59,2,1,0.35,0.3,1.00,0.00
5006,93,Prowl H2O,pendimethalin,530,X-59,3,1,0.27,0.3,0.90,0.10
5007,94,Prowl H2O,pendimethalin,1060,X-59,1,1,0.2,0.3,0.67,0.33
5008,94,Prowl H2O,pendimethalin,1060,X-59,2,1,0.42,0.3,1.00,0.00
5009,94,Prowl H2O,pendimethalin,1060,X-59,3,1,0.42,0.3,1.00,0.00
5010,95,Prowl H2O,pendimethalin,1600,X-59,1,1,0.39,0.3,1.00,0.00
5011,95,Prowl H2O,pendimethalin,1600,X-59,2,1,0.27,0.3,0.90,0.10
5012,95,Prowl H2O,pendimethalin,1600,X-59,3,1,0.42,0.3,1.00,0.00
5013,96,Prowl H2O,pendimethalin,2130,X-59,1,1,0,0.3,0.00,1.00
5014,96,Prowl H2O,pendimethalin,2130,X-59,2,1,0.34,0.3,1.00,0.00
5015,96,Prowl H2O,pendimethalin,2130,X-59,3,1,0.24,0.3,0.80,0.20
5016,97,Prowl H2O,pendimethalin,4260,X-59,1,1,0,0.3,0.00,1.00
5017,97,Prowl H2O,pendimethalin,4260,X-59,2,1,0,0.3,0.00,1.00
5018,97,Prowl H2O,pendimethalin,4260,X-59,3,1,0,0.3,0.00,1.00
5019,98,Prowl H2O,pendimethalin,8500,X-59,1,1,0,0.3,0.00,1.00
5020,98,Prowl H2O,pendimethalin,8500,X-59,2,1,0,0.3,0.00,1.00
5021,98,Prowl H2O,pendimethalin,8500,X-59,3,1,0,0.3,0.00,1.00
,,Control,pendimethalin,0,CRS-1,1,1,0.81,0.66,1.00,0.00
,,Control,pendimethalin,0,CRS-1,2,1,0.55,0.66,0.83,0.17
,,Control,pendimethalin,0,CRS-1,3,1,0.45,0.66,0.68,0.32
,,Control,pendimethalin,0,CRS-1,4,1,0.87,0.66,1.00,0.00
,,Control,pendimethalin,0,CRS-1,5,1,0.7,0.66,1.00,0.00
,,Control,pendimethalin,0,CRS-1,6,1,0.58,0.66,0.88,0.12
5211,92,Prowl H2O,pendimethalin,266,CRS-1,1,1,0,0.66,0.00,1.00
5212,92,Prowl H2O,pendimethalin,266,CRS-1,2,1,0.21,0.66,0.32,0.68
5213,92,Prowl H2O,pendimethalin,266,CRS-1,3,1,0.27,0.66,0.41,0.59
5214,93,Prowl H2O,pendimethalin,530,CRS-1,1,1,0.21,0.66,0.32,0.68
5215,93,Prowl H2O,pendimethalin,530,CRS-1,2,1,0.56,0.66,0.85,0.15
5216,93,Prowl H2O,pendimethalin,530,CRS-1,3,1,0.51,0.66,0.77,0.23
5217,94,Prowl H2O,pendimethalin,1060,CRS-1,1,1,0,0.66,0.00,1.00
5218,94,Prowl H2O,pendimethalin,1060,CRS-1,2,1,0.2,0.66,0.30,0.70
5219,94,Prowl H2O,pendimethalin,1060,CRS-1,3,1,0.08,0.66,0.12,0.88
5220,95,Prowl H2O,pendimethalin,1600,CRS-1,1,1,0.31,0.66,0.47,0.53
5221,95,Prowl H2O,pendimethalin,1600,CRS-1,2,1,0.17,0.66,0.26,0.74
5222,95,Prowl H2O,pendimethalin,1600,CRS-1,3,1,0,0.66,0.00,1.00
5223,96,Prowl H2O,pendimethalin,2130,CRS-1,1,1,0,0.66,0.00,1.00
5224,96,Prowl H2O,pendimethalin,2130,CRS-1,2,1,0,0.66,0.00,1.00
5225,96,Prowl H2O,pendimethalin,2130,CRS-1,3,1,0.46,0.66,0.70,0.30
5226,97,Prowl H2O,pendimethalin,4260,CRS-1,1,1,0,0.66,0.00,1.00
5227,97,Prowl H2O,pendimethalin,4260,CRS-1,2,1,0,0.66,0.00,1.00
5228,97,Prowl H2O,pendimethalin,4260,CRS-1,3,1,0.17,0.66,0.26,0.74
5229,98,Prowl H2O,pendimethalin,8500,CRS-1,1,1,0,0.66,0.00,1.00
5230,98,Prowl H2O,pendimethalin,8500,CRS-1,2,1,0,0.66,0.00,1.00
5231,98,Prowl H2O,pendimethalin,8500,CRS-1,3,1,0,0.66,0.00,1.00
,,Control,pendimethalin,0,X-59,1,2,0,0.08,0.00,1.00
,,Control,pendimethalin,0,X-59,2,2,0,0.08,0.00,1.00
,,Control,pendimethalin,0,X-59,3,2,0,0.08,0.00,1.00
,,Control,pendimethalin,0,X-59,4,2,0.26,0.08,1.00,0.00
,,Control,pendimethalin,0,X-59,5,2,0,0.08,0.00,1.00
,,Control,pendimethalin,0,X-59,6,2,0.2,0.08,1.00,0.00
6001,92,Prowl H2O,pendimethalin,266,X-59,1,2,0.5,0.08,1.00,0.00
6002,92,Prowl H2O,pendimethalin,266,X-59,2,2,0.08,0.08,1.00,0.00
6003,92,Prowl H2O,pendimethalin,266,X-59,3,2,0.22,0.08,1.00,0.00
6004,93,Prowl H2O,pendimethalin,530,X-59,1,2,0.39,0.08,1.00,0.00
6005,93,Prowl H2O,pendimethalin,530,X-59,2,2,0.65,0.08,1.00,0.00
6006,93,Prowl H2O,pendimethalin,530,X-59,3,2,0,0.08,0.00,1.00
6007,94,Prowl H2O,pendimethalin,1060,X-59,1,2,0.04,0.08,0.50,0.50
6008,94,Prowl H2O,pendimethalin,1060,X-59,2,2,0.11,0.08,1.00,0.00
6009,94,Prowl H2O,pendimethalin,1060,X-59,3,2,0.16,0.08,1.00,0.00
6010,95,Prowl H2O,pendimethalin,1600,X-59,1,2,0.42,0.08,1.00,0.00
6011,95,Prowl H2O,pendimethalin,1600,X-59,2,2,0.28,0.08,1.00,0.00
6012,95,Prowl H2O,pendimethalin,1600,X-59,3,2,0.15,0.08,1.00,0.00
6013,96,Prowl H2O,pendimethalin,2130,X-59,1,2,0.19,0.08,1.00,0.00
6014,96,Prowl H2O,pendimethalin,2130,X-59,2,2,0,0.08,0.00,1.00
6015,96,Prowl H2O,pendimethalin,2130,X-59,3,2,0.33,0.08,1.00,0.00
6016,97,Prowl H2O,pendimethalin,4260,X-59,1,2,0.36,0.08,1.00,0.00
6017,97,Prowl H2O,pendimethalin,4260,X-59,2,2,0,0.08,0.00,1.00
6018,97,Prowl H2O,pendimethalin,4260,X-59,3,2,0,0.08,0.00,1.00
6019,98,Prowl H2O,pendimethalin,8500,X-59,1,2,0,0.08,0.00,1.00
6020,98,Prowl H2O,pendimethalin,8500,X-59,2,2,0.04,0.08,0.50,0.50
6021,98,Prowl H2O,pendimethalin,8500,X-59,3,2,0,0.08,0.00,1.00
,,Control,pendimethalin,0,CRS-1,1,2,0.26,0.38,0.69,0.31
,,Control,pendimethalin,0,CRS-1,2,2,0.15,0.38,0.39,0.61
,,Control,pendimethalin,0,CRS-1,3,2,0.38,0.38,1.00,0.00
,,Control,pendimethalin,0,CRS-1,4,2,0.32,0.38,0.84,0.16
,,Control,pendimethalin,0,CRS-1,5,2,0.53,0.38,1.00,0.00
,,Control,pendimethalin,0,CRS-1,6,2,0.61,0.38,1.00,0.00
6211,92,Prowl H2O,pendimethalin,266,CRS-1,1,2,0.14,0.38,0.37,0.63
6212,92,Prowl H2O,pendimethalin,266,CRS-1,2,2,0.54,0.38,1.00,0.00
6213,92,Prowl H2O,pendimethalin,266,CRS-1,3,2,0.39,0.38,1.00,0.00
6214,93,Prowl H2O,pendimethalin,530,CRS-1,1,2,0.55,0.38,1.00,0.00
6215,93,Prowl H2O,pendimethalin,530,CRS-1,2,2,0.51,0.38,1.00,0.00
6216,93,Prowl H2O,pendimethalin,530,CRS-1,3,2,0.61,0.38,1.00,0.00
6217,94,Prowl H2O,pendimethalin,1060,CRS-1,1,2,0.21,0.38,0.55,0.45
6218,94,Prowl H2O,pendimethalin,1060,CRS-1,2,2,0,0.38,0.00,1.00
6219,94,Prowl H2O,pendimethalin,1060,CRS-1,3,2,0.17,0.38,0.45,0.55
6220,95,Prowl H2O,pendimethalin,1600,CRS-1,1,2,0.53,0.38,1.00,0.00
6221,95,Prowl H2O,pendimethalin,1600,CRS-1,2,2,0.43,0.38,1.00,0.00
6222,95,Prowl H2O,pendimethalin,1600,CRS-1,3,2,0.09,0.38,0.24,0.76
6223,96,Prowl H2O,pendimethalin,2130,CRS-1,1,2,0,0.38,0.00,1.00
6224,96,Prowl H2O,pendimethalin,2130,CRS-1,2,2,0,0.38,0.00,1.00
6225,96,Prowl H2O,pendimethalin,2130,CRS-1,3,2,0.06,0.38,0.16,0.84
6226,97,Prowl H2O,pendimethalin,4260,CRS-1,1,2,0,0.38,0.00,1.00
6227,97,Prowl H2O,pendimethalin,4260,CRS-1,2,2,0,0.38,0.00,1.00
6228,97,Prowl H2O,pendimethalin,4260,CRS-1,3,2,0.05,0.38,0.13,0.87
6229,98,Prowl H2O,pendimethalin,8500,CRS-1,1,2,0,0.38,0.00,1.00
6230,98,Prowl H2O,pendimethalin,8500,CRS-1,2,2,0,0.38,0.00,1.00
6231,98,Prowl H2O,pendimethalin,8500,CRS-1,3,2,0.08,0.38,0.21,0.79
,0,Control,rimsulfuron,0,X-59,1,1,1.1,0.8,1.00,0.00
,0,Control,rimsulfuron,0,X-59,2,1,0.61,0.8,0.76,0.24
,0,Control,rimsulfuron,0,X-59,3,1,1.21,0.8,1.00,0.00
,0,Control,rimsulfuron,0,X-59,4,1,0.7,0.8,0.88,0.13
,0,Control,rimsulfuron,0,X-59,5,1,1.01,0.8,1.00,0.00
,0,Control,rimsulfuron,0,X-59,6,1,0.17,0.8,0.21,0.79
2064,22,Resolve SG,rimsulfuron,2.74,X-59,1,1,0,0.8,0.00,1.00
2065,22,Resolve SG,rimsulfuron,2.74,X-59,2,1,1.5,0.8,1.00,0.00
2066,22,Resolve SG,rimsulfuron,2.74,X-59,3,1,0,0.8,0.00,1.00
2067,23,Resolve SG,rimsulfuron,5.5,X-59,1,1,0,0.8,0.00,1.00
2068,23,Resolve SG,rimsulfuron,5.5,X-59,2,1,0,0.8,0.00,1.00
2069,23,Resolve SG,rimsulfuron,5.5,X-59,3,1,0,0.8,0.00,1.00
2070,24,Resolve SG,rimsulfuron,11,X-59,1,1,0.01,0.8,0.01,0.99
2071,24,Resolve SG,rimsulfuron,11,X-59,2,1,0.84,0.8,1.00,0.00
2072,24,Resolve SG,rimsulfuron,11,X-59,3,1,0.23,0.8,0.29,0.71
2073,25,Resolve SG,rimsulfuron,16.4,X-59,1,1,0.41,0.8,0.51,0.49
2074,25,Resolve SG,rimsulfuron,16.4,X-59,2,1,0.74,0.8,0.93,0.08
2075,25,Resolve SG,rimsulfuron,16.4,X-59,3,1,0.78,0.8,0.98,0.03
2076,26,Resolve SG,rimsulfuron,22,X-59,1,1,0,0.8,0.00,1.00
2077,26,Resolve SG,rimsulfuron,22,X-59,2,1,0.15,0.8,0.19,0.81
2078,26,Resolve SG,rimsulfuron,22,X-59,3,1,0.68,0.8,0.85,0.15
2079,27,Resolve SG,rimsulfuron,44,X-59,1,1,0.17,0.8,0.21,0.79
2080,27,Resolve SG,rimsulfuron,44,X-59,2,1,0.82,0.8,1.00,0.00
2081,27,Resolve SG,rimsulfuron,44,X-59,3,1,0,0.8,0.00,1.00
2082,28,Resolve SG,rimsulfuron,88,X-59,1,1,0.11,0.8,0.14,0.86
2083,28,Resolve SG,rimsulfuron,88,X-59,2,1,0,0.8,0.00,1.00
2084,28,Resolve SG,rimsulfuron,88,X-59,3,1,0,0.8,0.00,1.00
,0,Control,chlorimuron-ethyl,0,X-59,1,1,1.1,0.8,1.00,0.00
,0,Control,chlorimuron-ethyl,0,X-59,2,1,0.61,0.8,0.76,0.24
,0,Control,chlorimuron-ethyl,0,X-59,3,1,1.21,0.8,1.00,0.00
,0,Control,chlorimuron-ethyl,0,X-59,4,1,0.7,0.8,0.88,0.13
,0,Control,chlorimuron-ethyl,0,X-59,5,1,1.01,0.8,1.00,0.00
,0,Control,chlorimuron-ethyl,0,X-59,6,1,0.17,0.8,0.21,0.79
2085,29,Classic,chlorimuron-ethyl,6.6,X-59,1,1,0.09,0.8,0.11,0.89
2086,29,Classic,chlorimuron-ethyl,6.6,X-59,2,1,0,0.8,0.00,1.00
2087,29,Classic,chlorimuron-ethyl,6.6,X-59,3,1,0,0.8,0.00,1.00
2088,30,Classic,chlorimuron-ethyl,13.1,X-59,1,1,0,0.8,0.00,1.00
2089,30,Classic,chlorimuron-ethyl,13.1,X-59,2,1,0.21,0.8,0.26,0.74
2090,30,Classic,chlorimuron-ethyl,13.1,X-59,3,1,0.13,0.8,0.16,0.84
2091,31,Classic,chlorimuron-ethyl,26.3,X-59,1,1,0.07,0.8,0.09,0.91
2092,31,Classic,chlorimuron-ethyl,26.3,X-59,2,1,0.21,0.8,0.26,0.74
2093,31,Classic,chlorimuron-ethyl,26.3,X-59,3,1,0.05,0.8,0.06,0.94
2094,32,Classic,chlorimuron-ethyl,39.4,X-59,1,1,0,0.8,0.00,1.00
2095,32,Classic,chlorimuron-ethyl,39.4,X-59,2,1,0,0.8,0.00,1.00
2096,32,Classic,chlorimuron-ethyl,39.4,X-59,3,1,0.25,0.8,0.31,0.69
2097,33,Classic,chlorimuron-ethyl,52.5,X-59,1,1,0,0.8,0.00,1.00
2098,33,Classic,chlorimuron-ethyl,52.5,X-59,2,1,0,0.8,0.00,1.00
2099,33,Classic,chlorimuron-ethyl,52.5,X-59,3,1,0.06,0.8,0.08,0.93
2100,34,Classic,chlorimuron-ethyl,105,X-59,1,1,0.16,0.8,0.20,0.80
2101,34,Classic,chlorimuron-ethyl,105,X-59,2,1,0,0.8,0.00,1.00
2102,34,Classic,chlorimuron-ethyl,105,X-59,3,1,0.21,0.8,0.26,0.74
2103,35,Classic,chlorimuron-ethyl,210,X-59,1,1,0.01,0.8,0.01,0.99
2104,35,Classic,chlorimuron-ethyl,210,X-59,2,1,0.01,0.8,0.01,0.99
2105,35,Classic,chlorimuron-ethyl,210,X-59,3,1,0.02,0.8,0.03,0.98
,0,Control,imazethapyr,0,X-59,1,1,1.1,0.8,1.00,0.00
,0,Control,imazethapyr,0,X-59,2,1,0.61,0.8,0.76,0.24
,0,Control,imazethapyr,0,X-59,3,1,1.21,0.8,1.00,0.00
,0,Control,imazethapyr,0,X-59,4,1,0.7,0.8,0.88,0.13
,0,Control,imazethapyr,0,X-59,5,1,1.01,0.8,1.00,0.00
,0,Control,imazethapyr,0,X-59,6,1,0.17,0.8,0.21,0.79
2106,36,Pursuit,imazethapyr,8.8,X-59,1,1,0.35,0.8,0.44,0.56
2107,36,Pursuit,imazethapyr,8.8,X-59,2,1,0.86,0.8,1.00,0.00
2108,36,Pursuit,imazethapyr,8.8,X-59,3,1,0.38,0.8,0.48,0.53
2109,37,Pursuit,imazethapyr,17.5,X-59,1,1,0.73,0.8,0.91,0.09
2110,37,Pursuit,imazethapyr,17.5,X-59,2,1,0.55,0.8,0.69,0.31
2111,37,Pursuit,imazethapyr,17.5,X-59,3,1,0.93,0.8,1.00,0.00
2112,38,Pursuit,imazethapyr,35,X-59,1,1,0,0.8,0.00,1.00
2113,38,Pursuit,imazethapyr,35,X-59,2,1,0,0.8,0.00,1.00
2114,38,Pursuit,imazethapyr,35,X-59,3,1,0.2,0.8,0.25,0.75
2115,39,Pursuit,imazethapyr,52.5,X-59,1,1,0.57,0.8,0.71,0.29
2116,39,Pursuit,imazethapyr,52.5,X-59,2,1,0.27,0.8,0.34,0.66
2117,39,Pursuit,imazethapyr,52.5,X-59,3,1,0,0.8,0.00,1.00
2118,40,Pursuit,imazethapyr,70,X-59,1,1,0.31,0.8,0.39,0.61
2119,40,Pursuit,imazethapyr,70,X-59,2,1,0,0.8,0.00,1.00
2120,40,Pursuit,imazethapyr,70,X-59,3,1,0,0.8,0.00,1.00
2121,41,Pursuit,imazethapyr,140,X-59,1,1,0,0.8,0.00,1.00
2122,41,Pursuit,imazethapyr,140,X-59,2,1,0.72,0.8,0.90,0.10
2123,41,Pursuit,imazethapyr,140,X-59,3,1,0,0.8,0.00,1.00
2124,42,Pursuit,imazethapyr,280,X-59,1,1,0.35,0.8,0.44,0.56
2125,42,Pursuit,imazethapyr,280,X-59,2,1,0,0.8,0.00,1.00
2126,42,Pursuit,imazethapyr,280,X-59,3,1,0,0.8,0.00,1.00
,0,Control,chloransulam-methyl,0,X-59,1,1,1.1,0.8,1.00,0.00
,0,Control,chloransulam-methyl,0,X-59,2,1,0.61,0.8,0.76,0.24
,0,Control,chloransulam-methyl,0,X-59,3,1,1.21,0.8,1.00,0.00
,0,Control,chloransulam-methyl,0,X-59,4,1,0.7,0.8,0.88,0.13
,0,Control,chloransulam-methyl,0,X-59,5,1,1.01,0.8,1.00,0.00
,0,Control,chloransulam-methyl,0,X-59,6,1,0.17,0.8,0.21,0.79
2127,43,FirstRate,chloransulam-methyl,4.4,X-59,1,1,0.41,0.8,0.51,0.49
2128,43,FirstRate,chloransulam-methyl,4.4,X-59,2,1,0.35,0.8,0.44,0.56
2129,43,FirstRate,chloransulam-methyl,4.4,X-59,3,1,0,0.8,0.00,1.00
2130,44,FirstRate,chloransulam-methyl,8.8,X-59,1,1,0.42,0.8,0.53,0.48
2131,44,FirstRate,chloransulam-methyl,8.8,X-59,2,1,0,0.8,0.00,1.00
2132,44,FirstRate,chloransulam-methyl,8.8,X-59,3,1,0.17,0.8,0.21,0.79
2133,45,FirstRate,chloransulam-methyl,17.7,X-59,1,1,0.39,0.8,0.49,0.51
2134,45,FirstRate,chloransulam-methyl,17.7,X-59,2,1,0,0.8,0.00,1.00
2135,45,FirstRate,chloransulam-methyl,17.7,X-59,3,1,0.02,0.8,0.03,0.98
2136,46,FirstRate,chloransulam-methyl,26.5,X-59,1,1,0.35,0.8,0.44,0.56
2137,46,FirstRate,chloransulam-methyl,26.5,X-59,2,1,0.08,0.8,0.10,0.90
2138,46,FirstRate,chloransulam-methyl,26.5,X-59,3,1,0.19,0.8,0.24,0.76
2139,47,FirstRate,chloransulam-methyl,35.3,X-59,1,1,0.28,0.8,0.35,0.65
2140,47,FirstRate,chloransulam-methyl,35.3,X-59,2,1,0.51,0.8,0.64,0.36
2141,47,FirstRate,chloransulam-methyl,35.3,X-59,3,1,0.57,0.8,0.71,0.29
2142,48,FirstRate,chloransulam-methyl,70.6,X-59,1,1,0,0.8,0.00,1.00
2143,48,FirstRate,chloransulam-methyl,70.6,X-59,2,1,0.01,0.8,0.01,0.99
2144,48,FirstRate,chloransulam-methyl,70.6,X-59,3,1,0.15,0.8,0.19,0.81
2145,49,FirstRate,chloransulam-methyl,141,X-59,1,1,0.16,0.8,0.20,0.80
2146,49,FirstRate,chloransulam-methyl,141,X-59,2,1,0,0.8,0.00,1.00
2147,49,FirstRate,chloransulam-methyl,141,X-59,3,1,0,0.8,0.00,1.00
,0,Control,atrazine,0,X-59,1,1,1.1,0.8,1.00,0.00
,0,Control,atrazine,0,X-59,2,1,0.61,0.8,0.76,0.24
,0,Control,atrazine,0,X-59,3,1,1.21,0.8,1.00,0.00
,0,Control,atrazine,0,X-59,4,1,0.7,0.8,0.88,0.13
,0,Control,atrazine,0,X-59,5,1,1.01,0.8,1.00,0.00
,0,Control,atrazine,0,X-59,6,1,0.17,0.8,0.21,0.79
2148,50,Aatrex 4L,atrazine,210,X-59,1,1,0.12,0.8,0.15,0.85
2149,50,Aatrex 4L,atrazine,210,X-59,2,1,0.09,0.8,0.11,0.89
2150,50,Aatrex 4L,atrazine,210,X-59,3,1,0,0.8,0.00,1.00
2151,51,Aatrex 4L,atrazine,420,X-59,1,1,0,0.8,0.00,1.00
2152,51,Aatrex 4L,atrazine,420,X-59,2,1,0,0.8,0.00,1.00
2153,51,Aatrex 4L,atrazine,420,X-59,3,1,0,0.8,0.00,1.00
2154,52,Aatrex 4L,atrazine,840,X-59,1,1,0,0.8,0.00,1.00
2155,52,Aatrex 4L,atrazine,840,X-59,2,1,0,0.8,0.00,1.00
2156,52,Aatrex 4L,atrazine,840,X-59,3,1,0,0.8,0.00,1.00
2157,53,Aatrex 4L,atrazine,1260,X-59,1,1,0,0.8,0.00,1.00
2158,53,Aatrex 4L,atrazine,1260,X-59,2,1,0,0.8,0.00,1.00
2159,53,Aatrex 4L,atrazine,1260,X-59,3,1,0,0.8,0.00,1.00
2160,54,Aatrex 4L,atrazine,1680,X-59,1,1,0,0.8,0.00,1.00
2161,54,Aatrex 4L,atrazine,1680,X-59,2,1,0,0.8,0.00,1.00
2162,54,Aatrex 4L,atrazine,1680,X-59,3,1,0,0.8,0.00,1.00
2163,55,Aatrex 4L,atrazine,3360,X-59,1,1,0,0.8,0.00,1.00
2164,55,Aatrex 4L,atrazine,3360,X-59,2,1,0,0.8,0.00,1.00
2165,55,Aatrex 4L,atrazine,3360,X-59,3,1,0,0.8,0.00,1.00
2166,56,Aatrex 4L,atrazine,6700,X-59,1,1,0,0.8,0.00,1.00
2167,56,Aatrex 4L,atrazine,6700,X-59,2,1,0,0.8,0.00,1.00
2168,56,Aatrex 4L,atrazine,6700,X-59,3,1,0,0.8,0.00,1.00
,0,Control,fomesafen,0,X-59,1,1,1.1,0.8,1.00,0.00
,0,Control,fomesafen,0,X-59,2,1,0.61,0.8,0.76,0.24
,0,Control,fomesafen,0,X-59,3,1,1.21,0.8,1.00,0.00
,0,Control,fomesafen,0,X-59,4,1,0.7,0.8,0.88,0.13
,0,Control,fomesafen,0,X-59,5,1,1.01,0.8,1.00,0.00
,0,Control,fomesafen,0,X-59,6,1,0.17,0.8,0.21,0.79
2169,57,Flexstar,fomesafen,33,X-59,1,1,0.67,0.8,0.84,0.16
2170,57,Flexstar,fomesafen,33,X-59,2,1,0.92,0.8,1.00,0.00
2171,57,Flexstar,fomesafen,33,X-59,3,1,0,0.8,0.00,1.00
2172,58,Flexstar,fomesafen,66,X-59,1,1,0,0.8,0.00,1.00
2173,58,Flexstar,fomesafen,66,X-59,2,1,1.01,0.8,1.00,0.00
2174,58,Flexstar,fomesafen,66,X-59,3,1,1.11,0.8,1.00,0.00
2175,59,Flexstar,fomesafen,132,X-59,1,1,1.39,0.8,1.00,0.00
2176,59,Flexstar,fomesafen,132,X-59,2,1,0,0.8,0.00,1.00
2177,59,Flexstar,fomesafen,132,X-59,3,1,0.18,0.8,0.23,0.78
2178,60,Flexstar,fomesafen,198,X-59,1,1,0,0.8,0.00,1.00
2179,60,Flexstar,fomesafen,198,X-59,2,1,0.13,0.8,0.16,0.84
2180,60,Flexstar,fomesafen,198,X-59,3,1,0,0.8,0.00,1.00
2181,61,Flexstar,fomesafen,263,X-59,1,1,0,0.8,0.00,1.00
2182,61,Flexstar,fomesafen,263,X-59,2,1,0,0.8,0.00,1.00
2183,61,Flexstar,fomesafen,263,X-59,3,1,0,0.8,0.00,1.00
2184,62,Flexstar,fomesafen,527,X-59,1,1,0,0.8,0.00,1.00
2185,62,Flexstar,fomesafen,527,X-59,2,1,0,0.8,0.00,1.00
2186,62,Flexstar,fomesafen,527,X-59,3,1,0,0.8,0.00,1.00
2187,63,Flexstar,fomesafen,1050,X-59,1,1,0,0.8,0.00,1.00
2188,63,Flexstar,fomesafen,1050,X-59,2,1,0,0.8,0.00,1.00
2189,63,Flexstar,fomesafen,1050,X-59,3,1,0,0.8,0.00,1.00
,0,Control,isoxaflutole,0,X-59,1,1,1.1,0.8,1.00,0.00
,0,Control,isoxaflutole,0,X-59,2,1,0.61,0.8,0.76,0.24
,0,Control,isoxaflutole,0,X-59,3,1,1.21,0.8,1.00,0.00
,0,Control,isoxaflutole,0,X-59,4,1,0.7,0.8,0.88,0.13
,0,Control,isoxaflutole,0,X-59,5,1,1.01,0.8,1.00,0.00
,0,Control,isoxaflutole,0,X-59,6,1,0.17,0.8,0.21,0.79
2190,64,Balance Flexx,isoxaflutole,9.9,X-59,1,1,0,0.8,0.00,1.00
2191,64,Balance Flexx,isoxaflutole,9.9,X-59,2,1,0.05,0.8,0.06,0.94
2192,64,Balance Flexx,isoxaflutole,9.9,X-59,3,1,0,0.8,0.00,1.00
2193,65,Balance Flexx,isoxaflutole,19.7,X-59,1,1,0,0.8,0.00,1.00
2194,65,Balance Flexx,isoxaflutole,19.7,X-59,2,1,0,0.8,0.00,1.00
2195,65,Balance Flexx,isoxaflutole,19.7,X-59,3,1,0,0.8,0.00,1.00
2196,66,Balance Flexx,isoxaflutole,39.4,X-59,1,1,0,0.8,0.00,1.00
2197,66,Balance Flexx,isoxaflutole,39.4,X-59,2,1,0,0.8,0.00,1.00
2198,66,Balance Flexx,isoxaflutole,39.4,X-59,3,1,0,0.8,0.00,1.00
2199,67,Balance Flexx,isoxaflutole,59,X-59,1,1,0,0.8,0.00,1.00
2200,67,Balance Flexx,isoxaflutole,59,X-59,2,1,0,0.8,0.00,1.00
2201,67,Balance Flexx,isoxaflutole,59,X-59,3,1,0,0.8,0.00,1.00
2202,68,Balance Flexx,isoxaflutole,79,X-59,1,1,0,0.8,0.00,1.00
2203,68,Balance Flexx,isoxaflutole,79,X-59,2,1,0,0.8,0.00,1.00
2204,68,Balance Flexx,isoxaflutole,79,X-59,3,1,0,0.8,0.00,1.00
2205,69,Balance Flexx,isoxaflutole,158,X-59,1,1,0,0.8,0.00,1.00
2206,69,Balance Flexx,isoxaflutole,158,X-59,2,1,0,0.8,0.00,1.00
2207,69,Balance Flexx,isoxaflutole,158,X-59,3,1,0,0.8,0.00,1.00
2208,70,Balance Flexx,isoxaflutole,315,X-59,1,1,0,0.8,0.00,1.00
2209,70,Balance Flexx,isoxaflutole,315,X-59,2,1,0,0.8,0.00,1.00
2210,70,Balance Flexx,isoxaflutole,315,X-59,3,1,0,0.8,0.00,1.00
,0,Control,topramezone,0,X-59,1,1,1.1,0.8,1.00,0.00
,0,Control,topramezone,0,X-59,2,1,0.61,0.8,0.76,0.24
,0,Control,topramezone,0,X-59,3,1,1.21,0.8,1.00,0.00
,0,Control,topramezone,0,X-59,4,1,0.7,0.8,0.88,0.13
,0,Control,topramezone,0,X-59,5,1,1.01,0.8,1.00,0.00
,0,Control,topramezone,0,X-59,6,1,0.17,0.8,0.21,0.79
2211,71,Armezon,topramezone,2.3,X-59,1,1,0,0.8,0.00,1.00
2212,71,Armezon,topramezone,2.3,X-59,2,1,0,0.8,0.00,1.00
2213,71,Armezon,topramezone,2.3,X-59,3,1,0.46,0.8,0.58,0.43
2214,72,Armezon,topramezone,4.6,X-59,1,1,0.43,0.8,0.54,0.46
2215,72,Armezon,topramezone,4.6,X-59,2,1,0,0.8,0.00,1.00
2216,72,Armezon,topramezone,4.6,X-59,3,1,0.62,0.8,0.78,0.23
2217,73,Armezon,topramezone,9.2,X-59,1,1,0.04,0.8,0.05,0.95
2218,73,Armezon,topramezone,9.2,X-59,2,1,0.44,0.8,0.55,0.45
2219,73,Armezon,topramezone,9.2,X-59,3,1,0,0.8,0.00,1.00
2220,74,Armezon,topramezone,13.8,X-59,1,1,0.44,0.8,0.55,0.45
2221,74,Armezon,topramezone,13.8,X-59,2,1,0.43,0.8,0.54,0.46
2222,74,Armezon,topramezone,13.8,X-59,3,1,0.93,0.8,1.00,0.00
2223,75,Armezon,topramezone,18.4,X-59,1,1,0,0.8,0.00,1.00
